incident_id,year,country,total_killed,total_wounded,total_kidnapped,total_affected,means_of_attack,latitude,longitude,means_of_attack_condensed,risk,risk_allyears
795,2008,Sudan,1,0,0,1,Unknown,11.329444,25.08565623,Unknown,3,981
796,2008,Somalia,1,0,0,1,Unknown,2.1464622,45.1193096,Unknown,3,1112
632,2008,Somalia,1,0,0,1,Shooting,2.09955,45.16352,Shooting,3,1112
713,2008,Somalia,1,0,0,1,Shooting,3.72496,43.28727,Shooting,3,1112
633,2008,Afghanistan,4,1,0,5,Shooting,34.0,69.25,Shooting,14,2534
776,2008,El Salvador,1,0,0,1,Unknown,13.692667,-89.218216,Unknown,3,18
634,2008,Somalia,2,0,0,2,Kidnap-killing,2.4085,42.9771,Kidnapping,6,1112
635,2008,Afghanistan,1,0,0,1,Kidnap-killing,36.7175566,68.8672916,Kidnapping,3,2534
745,2008,Afghanistan,1,5,0,6,Unknown,34.9897121,68.8733495,Unknown,13,2534
636,2008,Somalia,1,0,0,1,Shooting,-0.36667,42.53333,Shooting,3,1112
699,2008,Afghanistan,0,4,0,4,Vehicle-born IED,33.93911,67.709953,Explosives,8,2534
777,2008,Indonesia,0,0,1,1,Kidnapping,-6.21195,106.845056,Kidnapping,1,67
637,2008,Afghanistan,1,0,0,1,Kidnap-killing,34.430247,70.448678,Kidnapping,3,2534
797,2008,Somalia,0,1,0,1,Shooting,1.79767,44.90755,Shooting,2,1112
746,2008,Afghanistan,1,0,0,1,Unknown,31.6257334,65.7145053,Unknown,3,2534
778,2008,Indonesia,0,1,0,1,Bodily assault,-6.21195,106.845056,Bodily assault,2,67
647,2008,Philippines,0,0,2,2,Kidnapping,5.8506231,120.0284035,Kidnapping,2,47
638,2008,Afghanistan,0,0,1,1,Kidnapping,34.0,69.25,Kidnapping,1,2534
747,2008,Afghanistan,1,0,0,1,Vehicle-born IED,32.0,67.25,Explosives,3,2534
937,2008,Chad,0,2,0,2,Bodily assault,12.225592,21.4101617,Bodily assault,4,104
969,2008,Sudan,0,1,0,1,Unknown,11.329444,25.08565623,Unknown,2,981
639,2008,Somalia,0,0,2,2,Kidnapping,8.53056,44.795,Kidnapping,2,1112
970,2008,Occupied Palestinian Territories,0,1,0,1,Shooting,32.2204986,35.2568883,Shooting,2,161
683,2008,Afghanistan,0,1,0,1,Shooting,36.7175566,68.8672916,Shooting,2,2534
779,2008,Sudan,2,0,0,2,Unknown,14.5844444,29.4917691,Unknown,6,981
640,2008,DR Congo,1,1,0,2,Unknown,1.91667,30.5,Unknown,5,583
1213,2008,Sierra Leone,0,1,0,1,Unknown,8.2770009,-10.5739431,Unknown,2,26
798,2008,Haiti,1,0,0,1,Unknown,19.75778,-72.20417,Unknown,3,85
714,2008,Somalia,1,0,0,1,Other Explosives,3.116667,43.65,Explosives,3,1112
641,2008,Somalia,1,2,0,3,Roadside IED,1.79767,44.90755,Explosives,7,1112
1222,2008,Sri Lanka,0,1,0,1,Shelling,9.16667,80.41667,Explosives,2,224
724,2008,Somalia,0,1,0,1,Unknown,1.79767,44.90755,Unknown,2,1112
780,2008,Pakistan,0,0,1,1,Kidnapping,30.0,70.0,Kidnapping,1,542
799,2008,Somalia,0,1,0,1,Shooting,1.79767,44.90755,Shooting,2,1112
642,2008,Somalia,1,0,0,1,Shooting,1.79767,44.90755,Shooting,3,1112
938,2008,Chad,0,2,0,2,Bodily assault,13.833056,20.834722,Bodily assault,4,104
643,2008,Somalia,1,0,0,1,Shooting,4.12129,43.88945,Shooting,3,1112
644,2008,Afghanistan,1,0,0,1,Shooting,34.5197058,69.1624302,Shooting,3,2534
1214,2008,Haiti,0,0,1,1,Kidnapping,18.532498,-72.333064,Kidnapping,1,85
1215,2008,Sri Lanka,0,1,0,1,Other Explosives,8.4594924,81.2309621,Explosives,2,224
646,2008,DR Congo,1,0,0,1,Unknown,1.658501,29.220455,Unknown,3,583
645,2008,Somalia,2,6,0,8,Vehicle-born IED,9.560335,44.069722,Explosives,18,1112
1211,2008,DR Congo,0,2,0,2,Unknown,-1.157667,29.4312218,Unknown,4,583
648,2008,Afghanistan,0,0,1,1,Kidnapping,34.5197058,69.1624302,Kidnapping,1,2534
650,2008,Somalia,0,0,4,4,Kidnapping,5.0,47.0,Kidnapping,4,1112
651,2008,Somalia,1,0,0,1,Shooting,0.06968,42.74497,Shooting,3,1112
748,2008,Afghanistan,1,0,0,1,Roadside IED,34.3508273,62.2164003,Explosives,3,2534
652,2008,Pakistan,2,0,0,2,Shooting,34.0123846,71.5787458,Shooting,6,542
654,2008,Afghanistan,1,0,0,1,Shooting,34.405904,70.359338,Shooting,3,2534
715,2008,Somalia,1,0,0,1,Shooting,2.11667,45.4,Shooting,3,1112
653,2008,Sri Lanka,1,0,0,1,Shooting,8.4594924,81.2309621,Shooting,3,224
655,2008,Somalia,2,0,0,2,Unknown,0.433333,41.6,Unknown,6,1112
656,2008,Afghanistan,0,0,1,1,Kidnapping,33.93911,67.709953,Kidnapping,1,2534
658,2008,Afghanistan,1,0,0,1,Body-borne IED,34.5197058,69.1624302,Explosives,3,2534
972,2008,Indonesia,0,1,0,1,Rape/sexual assault ,-3.9885728,138.3485219,Explosives,2,67
660,2008,Sudan,0,6,0,6,Bodily assault,11.329444,25.08565623,Bodily assault,12,981
1216,2008,Mozambique,0,1,0,1,Unknown,-19.8287068,34.8417821,Unknown,2,32
661,2008,Kenya,0,1,0,1,Shooting,0.046821,40.310412,Shooting,2,159
1212,2008,DR Congo,0,1,0,1,Unknown,-1.6205601,29.1556919,Unknown,2,583
663,2008,DR Congo,1,0,0,1,Shooting,-2.505541,28.859569,Shooting,3,583
662,2008,Somalia,1,0,0,1,Shooting,2.033333,45.35,Shooting,3,1112
664,2008,Yemen,0,0,1,1,Kidnapping,14.5428894,44.4006912,Kidnapping,1,277
665,2008,DR Congo,1,1,0,2,Unknown,-1.2003611,29.4308888,Unknown,5,583
669,2008,Philippines,1,0,0,1,Shooting,7.916667,124.333333,Shooting,3,47
800,2008,Sri Lanka,1,0,0,1,Shooting,7.33333,80.75,Shooting,3,224
672,2008,Burundi,1,1,0,2,Shooting,-3.4733471,30.2501278,Shooting,5,99
681,2009,Afghanistan,0,0,3,3,Kidnapping,30.5,62.0,Kidnapping,3,2534
801,2009,Occupied Palestinian Territories,1,2,0,3,Aerial bombardment,31.54977,34.5024697,Explosives,7,161
875,2009,Occupied Palestinian Territories,1,0,0,1,Unknown,31.4772871,34.3215106,Unknown,3,161
954,2009,Occupied Palestinian Territories,1,0,0,1,Unknown,31.288231,34.253606,Unknown,3,161
675,2009,Occupied Palestinian Territories,1,0,0,1,Aerial bombardment,31.4772871,34.3215106,Explosives,3,161
676,2009,Somalia,1,0,0,1,Shooting,3.0,42.0,Shooting,3,1112
802,2009,Occupied Palestinian Territories,1,1,0,2,Shelling,31.4772871,34.3215106,Explosives,5,161
816,2009,Indonesia,0,1,0,1,Bodily assault,4.0,97.0,Bodily assault,2,67
904,2009,Occupied Palestinian Territories,1,0,0,1,Aerial bombardment,31.491189,34.444111,Explosives,3,161
682,2009,Somalia,1,0,0,1,Shooting,2.033333,45.35,Shooting,3,1112
1223,2009,Sri Lanka,0,5,0,5,Shelling,9.16667,80.41667,Explosives,10,224
803,2009,Cambodia,1,0,0,1,Bodily assault,13.5066394,104.869423,Bodily assault,3,11
1224,2009,Sri Lanka,0,1,0,1,Shelling,9.16667,80.41667,Explosives,2,224
804,2009,Philippines,0,0,3,3,Kidnapping,5.8506231,120.0284035,Kidnapping,3,47
905,2009,Occupied Palestinian Territories,2,0,0,2,Aerial bombardment,31.491189,34.444111,Explosives,6,161
805,2009,Afghanistan,0,0,1,1,Kidnapping,34.846628,71.09726,Kidnapping,1,2534
806,2009,DR Congo,0,8,0,8,Rape/sexual assault ,1.658501,29.220455,Explosives,16,583
1104,2009,Sudan,0,1,0,1,Bodily assault,13.4435,22.4452278,Bodily assault,2,981
807,2009,Pakistan,2,1,0,3,Shooting,34.6618741,72.0639872,Shooting,8,542
808,2009,Pakistan,1,0,1,2,Kidnapping,30.182971,66.998734,Kidnapping,4,542
809,2009,Sri Lanka,2,0,0,2,Kidnap-killing,8.7593439,80.4999646,Kidnapping,6,224
1225,2009,Sri Lanka,0,1,0,1,Shelling,9.16667,80.41667,Explosives,2,224
810,2009,Afghanistan,1,0,0,1,Shooting,31.6257334,65.7145053,Shooting,3,2534
811,2009,Somalia,1,1,0,2,Unknown,2.033333,45.35,Unknown,5,1112
812,2009,Sudan,2,0,0,2,Shooting,12.05,24.883333,Shooting,6,981
813,2009,Afghanistan,0,0,2,2,Kidnapping,32.0,67.25,Kidnapping,2,2534
942,2009,Ethiopia,0,1,0,1,Bodily assault,5.9526975,43.5522312,Bodily assault,2,137
963,2009,Sri Lanka,0,1,0,1,Unknown,8.7593439,80.4999646,Unknown,2,224
817,2009,Sri Lanka,1,0,0,1,Shelling,9.16667,80.41667,Explosives,3,224
818,2009,Mozambique,3,0,0,3,Unknown,-15.11646,39.2666,Unknown,9,32
957,2009,Liberia,0,1,0,1,Bodily assault,6.26752,-10.70908,Bodily assault,2,27
814,2009,Sudan,0,0,5,5,Kidnapping,16.0,26.0,Kidnapping,5,981
819,2009,Sudan,0,1,0,1,Shooting,12.05,24.883333,Shooting,2,981
820,2009,Sri Lanka,0,1,0,1,Unknown,9.2859776,80.7161013,Unknown,2,224
823,2009,Sri Lanka,0,0,1,1,Kidnapping,7.878,80.70382459,Kidnapping,1,224
821,2009,Afghanistan,0,1,0,1,Bodily assault,36.727865,68.867998,Bodily assault,2,2534
822,2009,Afghanistan,0,0,1,1,Kidnapping,34.99267,68.01635,Kidnapping,1,2534
824,2009,Somalia,0,0,4,4,Kidnapping,3.80958,43.24628,Kidnapping,4,1112
825,2009,Somalia,0,1,0,1,Other Explosives,2.033333,45.35,Explosives,2,1112
826,2009,Sri Lanka,1,0,0,1,Shelling,9.16667,80.41667,Explosives,3,224
827,2009,Somalia,1,0,0,1,Shooting,2.033333,45.35,Shooting,3,1112
828,2009,Sri Lanka,0,1,0,1,Shelling,7.75,80.16667,Explosives,2,224
829,2009,Sudan,0,1,0,1,Bodily assault,13.4263009,22.6574884,Bodily assault,2,981
1105,2009,Sudan,0,2,0,2,Bodily assault,11.329444,25.08565623,Bodily assault,4,981
830,2009,Sudan,1,0,0,1,Shooting,13.4263009,22.6574884,Shooting,3,981
1106,2009,Sudan,0,1,0,1,Bodily assault,13.4263009,22.6574884,Bodily assault,2,981
1107,2009,Sudan,0,1,0,1,Bodily assault,11.329444,25.08565623,Bodily assault,2,981
1226,2009,Sri Lanka,0,1,0,1,Shelling,9.16667,80.41667,Explosives,2,224
1108,2009,Sudan,0,0,1,1,Kidnapping,13.5,23.5,Kidnapping,1,981
831,2009,Afghanistan,1,0,0,1,Aerial bombardment,33.96744,68.9492,Explosives,3,2534
832,2009,Afghanistan,1,0,0,1,Bodily assault,34.23947,70.30154,Bodily assault,3,2534
833,2009,Sudan,0,0,2,2,Kidnapping,12.05,24.883333,Kidnapping,2,981
1227,2009,Sri Lanka,0,1,0,1,Shooting,9.16667,80.41667,Shooting,2,224
834,2009,Pakistan,4,0,0,4,Kidnap-killing,34.6013314,73.3794724,Kidnapping,12,542
950,2009,Afghanistan,1,0,0,1,Unknown,34.84295,69.15188,Unknown,3,2534
835,2009,Sri Lanka,1,0,0,1,Shelling,7.878,80.70382459,Explosives,3,224
951,2009,Afghanistan,1,0,0,1,Unknown,33.93911,67.709953,Unknown,3,2534
836,2009,Somalia,3,0,0,3,Shooting,3.96983,42.44122,Shooting,9,1112
837,2009,Afghanistan,0,0,1,1,Kidnapping,33.4014634,69.8912294,Kidnapping,1,2534
949,2009,Zambia,0,1,0,1,Bodily assault,-8.86667,31.3,Bodily assault,2,6
838,2009,Pakistan,1,0,0,1,Body-borne IED,34.5,72.0,Explosives,3,542
839,2009,Pakistan,1,1,0,2,Other Explosives,34.5,72.0,Explosives,5,542
840,2009,Somalia,0,0,3,3,Kidnapping,4.12129,43.88945,Kidnapping,3,1112
841,2009,Occupied Palestinian Territories,0,1,0,1,Aerial bombardment,31.41667,34.33333,Explosives,2,161
815,2009,Somalia,0,0,2,2,Kidnapping,4.000003,43.999993,Kidnapping,2,1112
842,2009,Afghanistan,0,0,1,1,Kidnapping,33.37272,69.40648,Kidnapping,1,2534
843,2009,Sri Lanka,0,1,0,1,Shelling,9.268,80.815,Explosives,2,224
959,2009,Sudan,0,1,0,1,Unknown,16.0,26.0,Unknown,2,981
1109,2009,Sudan,0,0,1,1,Kidnapping,11.329444,25.08565623,Kidnapping,1,981
943,2009,DR Congo,0,1,0,1,Bodily assault,-11.6580347,27.4975973,Bodily assault,2,583
844,2009,Sri Lanka,1,0,0,1,Shelling,9.268,80.815,Explosives,3,224
1551,2009,Sri Lanka,0,1,0,1,Rape/sexual assault ,6.0201774,80.2474836,Explosives,2,224
845,2009,Sri Lanka,1,0,0,1,Shelling,7.878,80.70382459,Explosives,3,224
1228,2009,Sri Lanka,1,0,0,1,Shelling,9.16667,80.41667,Explosives,3,224
1110,2009,Sudan,0,1,0,1,Bodily assault,13.5,23.5,Bodily assault,2,981
953,2009,Sudan,1,0,0,1,Unknown,13.5,23.5,Unknown,3,981
919,2009,Pakistan,0,0,2,2,Kidnapping,34.5,72.0,Kidnapping,2,542
1111,2009,Sudan,1,0,0,1,Shooting,13.4435,22.4452278,Shooting,3,981
961,2009,Kenya,0,1,0,1,Unknown,3.0,35.5,Unknown,2,159
946,2009,Kenya,0,1,0,1,Bodily assault,-1.16667,36.83333,Bodily assault,2,159
846,2009,Pakistan,2,8,0,10,Vehicle-born IED,34.0123846,71.5787458,Explosives,22,542
847,2009,Central African Republic,1,0,0,1,Unknown,10.2961965,22.7809907,Unknown,3,402
848,2009,Sri Lanka,0,0,1,1,Kidnapping,8.4594924,81.2309621,Kidnapping,1,224
849,2009,Yemen,4,0,0,4,Kidnap-killing,16.308528,43.403557,Kidnapping,12,277
850,2009,Sri Lanka,0,0,2,2,Kidnapping,8.7593439,80.4999646,Kidnapping,2,224
851,2009,Somalia,0,0,1,1,Kidnapping,2.033333,45.35,Kidnapping,1,1112
948,2009,Afghanistan,0,1,0,1,Unknown,34.94741,68.51234,Unknown,2,2534
852,2009,Mauritania,1,0,0,1,Shooting,18.0794011,-15.9780393,Shooting,3,8
853,2009,Afghanistan,3,0,0,3,Roadside IED,37.0,66.0,Explosives,9,2534
854,2009,Somalia,0,1,0,1,Unknown,7.0,48.0,Unknown,2,1112
855,2009,Sudan,0,0,2,2,Kidnapping,16.0,26.0,Kidnapping,2,981
863,2009,Bangladesh,1,0,0,1,Rape/sexual assault ,24.12739425,90.42263438,Explosives,3,46
856,2009,Afghanistan,0,0,16,16,Kidnapping,33.5487421,69.4346945,Kidnapping,16,2534
857,2009,Afghanistan,0,0,2,2,Kidnapping,33.33951,69.92041,Kidnapping,2,2534
960,2009,Sudan,0,1,0,1,Unknown,15.0935129,26.1585109,Unknown,2,981
859,2009,Afghanistan,1,0,0,1,Shooting,34.19418,69.98013,Shooting,3,2534
858,2009,Afghanistan,1,0,0,1,Shooting,34.9789,69.57242,Shooting,3,2534
861,2009,DR Congo,1,0,0,1,Shooting,-0.66667,28.75,Shooting,3,583
860,2009,Pakistan,2,2,0,4,Shooting,34.0123846,71.5787458,Shooting,10,542
866,2009,Kenya,0,1,3,4,Kidnapping,3.93545,41.853051,Kidnapping,5,159
870,2009,Afghanistan,1,0,0,1,Shooting,34.430247,70.448678,Shooting,3,2534
871,2009,Sudan,0,1,0,1,Shooting,11.329444,25.08565623,Shooting,2,981
920,2009,Pakistan,0,0,1,1,Kidnapping,34.5,72.0,Kidnapping,1,542
1229,2009,DR Congo,1,0,0,1,Shooting,-0.66667,28.75,Shooting,3,583
872,2009,Somalia,1,0,0,1,Shooting,2.033333,45.35,Shooting,3,1112
873,2009,Somalia,2,0,0,2,Unknown,-1.641395,41.592921,Unknown,6,1112
947,2009,Kenya,0,1,0,1,Bodily assault,-1.256975,36.803277,Bodily assault,2,159
874,2009,Somalia,4,0,0,4,Bodily assault,1.79767,44.90755,Bodily assault,12,1112
862,2009,Chad,0,0,2,2,Kidnapping,12.66667,21.9,Kidnapping,2,104
876,2009,Sudan,1,0,0,1,Shooting,11.329444,25.08565623,Shooting,3,981
939,2009,Chad,0,1,0,1,Bodily assault,15.1256549,22.2476009,Bodily assault,2,104
867,2009,Chechnya,1,0,0,1,Kidnap-killing,43.3278775,45.6762535,Kidnapping,3,77
958,2009,Haiti,0,1,0,1,Bodily assault,18.56401095,-72.28587483,Bodily assault,2,85
877,2009,Yemen,0,0,15,15,Kidnapping,16.308528,43.403557,Kidnapping,15,277
878,2009,Somalia,0,1,0,1,Unknown,3.80958,43.24628,Unknown,2,1112
879,2009,Somalia,1,0,0,1,Shooting,2.033333,45.35,Shooting,3,1112
926,2009,Uganda,0,1,0,1,Bodily assault,2.75,32.9,Bodily assault,2,142
945,2009,Sudan,0,1,0,1,Unknown,12.05,24.883333,Unknown,2,981
915,2009,Afghanistan,1,0,0,1,Shelling,31.610269,65.701536,Explosives,3,2534
880,2009,Afghanistan,1,0,0,1,Shooting,35.9261784,64.6237758,Shooting,3,2534
966,2009,Uganda,0,1,0,1,Bodily assault,2.75,32.9,Bodily assault,2,142
1270,2009,DR Congo,1,0,0,1,Shooting,0.1249694,29.2919545,Shooting,3,583
1112,2009,Sudan,0,1,0,1,Shooting,13.5,23.5,Shooting,2,981
941,2009,Sudan,0,1,0,1,Bodily assault,7.7233933,27.9758201,Bodily assault,2,981
914,2009,Iraq,1,0,0,1,Shooting,36.3466059,43.127008,Shooting,3,336
921,2009,Afghanistan,1,0,0,1,Unknown,33.93911,67.709953,Unknown,3,2534
881,2009,Central African Republic,3,2,3,8,Unknown,6.3497929,25.6508738,Unknown,16,402
940,2009,Pakistan,0,1,0,1,Bodily assault,34.41722,71.17917,Bodily assault,2,542
868,2009,DR Congo,1,0,1,2,Bodily assault,-3.2850762,28.18012996,Bodily assault,4,583
882,2009,Pakistan,5,4,0,9,Body-borne IED,33.729388,73.093146,Explosives,23,542
952,2009,Somalia,2,0,0,2,Shooting,2.033333,45.35,Shooting,6,1112
927,2009,Pakistan,0,0,1,1,Kidnapping,34.5,72.0,Kidnapping,1,542
1113,2009,Sudan,0,1,0,1,Bodily assault,13.4435,22.4452278,Bodily assault,2,981
944,2009,Sudan,0,1,0,1,Shooting,11.005922,29.718875,Shooting,2,981
869,2009,Sudan,0,0,1,1,Kidnapping,11.329444,25.08565623,Kidnapping,1,981
883,2009,Chad,1,1,0,2,Unknown,12.1191543,15.0502758,Unknown,5,104
884,2009,Afghanistan,3,9,0,12,Body-borne IED,34.5197058,69.1624302,Explosives,27,2534
928,2009,Uganda,0,1,0,1,Shooting,2.75,32.9,Shooting,2,142
885,2009,Indonesia,0,1,0,1,Shooting,4.0,97.0,Shooting,2,67
886,2009,Chad,0,0,1,1,Kidnapping,13.57002,14.08351,Kidnapping,1,104
1114,2009,Sudan,0,1,0,1,Bodily assault,13.626786,25.349635,Bodily assault,2,981
887,2009,Yemen,0,0,1,1,Kidnapping,15.406032,44.215669,Kidnapping,1,277
888,2009,Central African Republic,0,0,2,2,Kidnapping,9.7420258,21.5017241,Kidnapping,2,402
889,2009,Mali,0,0,1,1,Kidnapping,15.9167,2.4,Kidnapping,1,189
890,2009,Philippines,1,0,0,1,Shooting,5.8506231,120.0284035,Shooting,3,47
891,2009,Afghanistan,1,0,0,1,Shooting,36.5805455,69.8615753,Shooting,3,2534
1271,2009,DR Congo,1,0,0,1,Shooting,0.4938268,29.46518612,Shooting,3,583
892,2009,Mauritania,0,0,3,3,Kidnapping,20.06194,-15.14889,Kidnapping,3,8
962,2009,DR Congo,0,1,0,1,Unknown,0.1249694,29.2919545,Unknown,2,583
1274,2009,DR Congo,1,0,0,1,Shooting,-1.2504197,29.0607175,Shooting,3,583
893,2009,Afghanistan,5,0,0,5,Unknown,33.5487421,69.4346945,Unknown,15,2534
1275,2009,DR Congo,1,0,0,1,Shooting,1.658501,29.220455,Shooting,3,583
894,2009,Somalia,1,0,0,1,Shooting,4.73583,45.20361,Shooting,3,1112
895,2009,Afghanistan,1,0,0,1,Vehicle-born IED,31.610269,65.701536,Explosives,3,2534
1077,2009,Somalia,1,0,0,1,Shooting,3.0,42.0,Shooting,3,1112
964,2010,Ethiopia,0,1,0,1,Bodily assault,5.9526975,43.5522312,Bodily assault,2,137
896,2010,Afghanistan,3,2,0,5,Landmine ,32.62998,65.87806,Explosives,13,2534
898,2010,Somalia,1,0,2,3,Kidnap-killing,2.0427779,45.3385636,Kidnapping,5,1112
899,2010,Haiti,0,2,0,2,Shooting,18.532498,-72.333064,Shooting,4,85
900,2010,Haiti,1,0,0,1,Shooting,18.532498,-72.333064,Shooting,3,85
901,2010,Iraq,2,1,0,3,Shooting,33.4933777,44.34646766,Shooting,8,336
1073,2010,Yemen,0,1,0,1,Unknown,16.308528,43.403557,Unknown,2,277
902,2010,Afghanistan,0,1,0,1,Unknown,35.0,63.75,Unknown,2,2534
922,2010,Nicaragua,0,1,0,1,Unknown,13.0,-85.0,Unknown,2,7
923,2010,DR Congo,0,1,0,1,Unknown,-1.63917,29.07806,Unknown,2,583
907,2010,Uganda,0,2,0,2,Shooting,2.79748245,34.18649998,Shooting,4,142
908,2010,Kenya,0,0,1,1,Kidnapping,-1.256975,36.803277,Kidnapping,1,159
1057,2010,Kenya,0,1,0,1,Bodily assault,-0.75,37.0,Bodily assault,2,159
909,2010,Pakistan,1,0,3,4,Kidnap-killing,28.0,66.0,Kidnapping,6,542
1041,2010,Afghanistan,0,1,0,1,Unknown,34.5197058,69.1624302,Unknown,2,2534
924,2010,Afghanistan,1,0,0,1,Unknown,34.533333,69.166667,Unknown,3,2534
955,2010,Afghanistan,0,1,0,1,Vehicle-born IED,34.5197058,69.1624302,Explosives,2,2534
910,2010,Haiti,0,0,2,2,Kidnapping,18.532498,-72.333064,Kidnapping,2,85
911,2010,Pakistan,8,4,0,12,Complex attack,34.5,72.0,Explosives,32,542
925,2010,Sudan,0,1,0,1,Unknown,6.75,30.0,Unknown,2,981
912,2010,Pakistan,3,0,0,3,Body-borne IED,34.5,72.0,Explosives,9,542
1069,2010,Ethiopia,0,2,0,2,Bodily assault,8.0,39.0,Bodily assault,4,137
1038,2010,Afghanistan,0,0,3,3,Kidnapping,33.93911,67.709953,Kidnapping,3,2534
913,2010,Afghanistan,1,3,0,4,Shooting,33.33951,69.92041,Shooting,9,2534
918,2010,Afghanistan,0,0,1,1,Kidnapping,31.341322,63.993456,Kidnapping,1,2534
917,2010,DR Congo,0,0,8,8,Kidnapping,-3.2850762,28.18012996,Kidnapping,8,583
659,2010,Afghanistan,1,0,0,1,Shooting,31.6257334,65.7145053,Shooting,3,2534
1042,2010,Madagascar,0,1,0,1,Bodily assault,-23.2,44.4,Bodily assault,2,14
930,2010,Afghanistan,0,0,5,5,Kidnapping,35.75,69.0,Kidnapping,5,2534
968,2010,Niger,1,0,0,1,Kidnap-killing,18.0,9.0,Kidnapping,3,66
1062,2010,Sudan,1,2,0,3,Unknown,10.53018,29.93292,Unknown,7,981
1078,2010,Somalia,1,0,0,1,Shooting,1.8427539,44.5937239,Shooting,3,1112
956,2010,Iraq,0,1,0,1,Vehicle-born IED,33.3024248,44.3787992,Explosives,2,336
931,2010,Haiti,1,0,1,2,Kidnap-killing,18.532498,-72.333064,Kidnapping,4,85
932,2010,Somalia,1,0,0,1,Shooting,6.769709,47.430831,Shooting,3,1112
1061,2010,Cameroon,0,1,0,1,Unknown,9.3070698,13.3934527,Unknown,2,73
933,2010,Sudan,0,0,3,3,Kidnapping,12.027197,24.878326,Kidnapping,3,981
1043,2010,Madagascar,0,1,0,1,Bodily assault,-23.35,43.66667,Bodily assault,2,14
984,2010,Pakistan,0,0,1,1,Kidnapping,34.0123846,71.5787458,Kidnapping,1,542
1032,2010,Sudan,0,2,0,2,Bodily assault,9.0,33.0,Bodily assault,4,981
1066,2010,Sudan,1,1,0,2,Unknown,14.5844444,29.4917691,Unknown,5,981
934,2010,Chad,0,0,1,1,Kidnapping,13.833056,20.834722,Kidnapping,1,104
1051,2010,Malawi,0,1,0,1,Bodily assault,-15.69383135,35.16222661,Bodily assault,2,29
1060,2010,Ethiopia,0,1,0,1,Shooting,7.0,44.0,Shooting,2,137
1003,2010,Iraq,2,0,0,2,Kidnap-killing,34.0,45.0,Kidnapping,6,336
967,2010,Sudan,0,0,2,2,Kidnapping,12.05,24.883333,Kidnapping,2,981
1056,2010,Sudan,0,1,0,1,Shooting,11.329444,25.08565623,Shooting,2,981
973,2010,Afghanistan,1,0,0,1,Shooting,34.52813,69.17233,Shooting,3,2534
1276,2010,DR Congo,1,0,0,1,Shooting,0.49113,29.47306,Shooting,3,583
1075,2010,Yemen,0,1,0,1,Unknown,15.654815,43.94099815,Unknown,2,277
986,2010,Afghanistan,1,0,0,1,Unknown,34.0,65.0,Unknown,3,2534
987,2010,Afghanistan,0,0,2,2,Kidnapping,36.13068,68.70829,Kidnapping,2,2534
975,2010,Afghanistan,2,0,2,4,Kidnap-killing,31.53622,64.15271,Kidnapping,8,2534
977,2010,Afghanistan,1,0,0,1,Shelling,34.41712,70.44959,Explosives,3,2534
1037,2010,Kyrgyzstan,0,1,0,1,Bodily assault,42.87,74.59,Bodily assault,2,6
988,2010,Afghanistan,1,0,0,1,Unknown,35.03975,69.00685,Unknown,3,2534
976,2010,Afghanistan,0,1,0,1,Shooting,36.83763,66.63932,Shooting,2,2534
979,2010,Afghanistan,0,1,0,1,Shooting,34.52813,69.17233,Shooting,2,2534
1059,2010,Uganda,1,0,0,1,Body-borne IED,0.3177137,32.5813539,Explosives,3,142
989,2010,Afghanistan,0,0,3,3,Kidnapping,35.94458,68.71512,Kidnapping,3,2534
990,2010,Afghanistan,0,0,4,4,Kidnapping,31.6257334,65.7145053,Kidnapping,4,2534
991,2010,Afghanistan,0,0,2,2,Kidnapping,35.9261784,64.6237758,Kidnapping,2,2534
992,2010,Somalia,0,0,1,1,Kidnapping,2.033333,45.35,Kidnapping,1,1112
993,2010,Afghanistan,0,0,2,2,Kidnapping,35.9261784,64.6237758,Kidnapping,2,2534
994,2010,Afghanistan,0,0,2,2,Kidnapping,34.3508273,62.2164003,Kidnapping,2,2534
1050,2010,Sudan,0,1,0,1,Shooting,12.05,24.883333,Shooting,2,981
995,2010,Afghanistan,0,1,0,1,Bodily assault,34.34817,62.19967,Bodily assault,2,2534
983,2010,Afghanistan,10,0,0,10,Unknown,36.75,72.0,Unknown,30,2534
1055,2010,Bangladesh,0,1,0,1,Unknown,22.81513955,89.44492672,Unknown,2,46
1040,2010,Afghanistan,1,0,0,1,Unknown,37.0,66.0,Unknown,3,2534
997,2010,Afghanistan,0,0,2,2,Kidnapping,35.6854469,64.2833366,Kidnapping,2,2534
998,2010,Afghanistan,0,0,2,2,Kidnapping,34.34817,62.19967,Kidnapping,2,2534
999,2010,Afghanistan,0,0,5,5,Kidnapping,35.9261784,64.6237758,Kidnapping,5,2534
1005,2010,Afghanistan,0,0,4,4,Kidnapping,35.41667,64.75,Kidnapping,4,2534
1000,2010,Afghanistan,2,1,0,3,Roadside IED,36.75,72.0,Explosives,8,2534
1033,2010,Afghanistan,0,2,0,2,Shooting,34.95,71.13333,Shooting,4,2534
1001,2010,Afghanistan,0,1,0,1,Shooting,34.95,71.13333,Shooting,2,2534
1002,2010,Afghanistan,1,0,0,1,Shooting,31.610269,65.701536,Shooting,3,2534
1049,2010,Pakistan,0,2,0,2,Bodily assault,30.86017,72.31976,Bodily assault,4,542
1048,2010,DR Congo,0,1,0,1,Shooting,-0.66667,28.75,Shooting,2,583
