incident_id,year,country,total_killed,total_wounded,total_kidnapped,total_affected,means_of_attack,latitude,longitude,means_of_attack_condensed,risk,risk_allyears
1627,2013,South Sudan,0,1,0,1,Shooting,6.799846,33.126794,Shooting,2,1233
1628,2013,Afghanistan,0,0,1,1,Kidnapping,34.405904,70.359338,Kidnapping,1,2534
1678,2013,Sudan,0,2,0,2,Bodily assault,13.114815,23.864988,Bodily assault,4,981
1630,2013,South Sudan,1,0,0,1,Shooting,7.785145,33.002922,Shooting,3,1233
1781,2013,South Sudan,1,0,0,1,Unknown,6.219415,31.549315,Unknown,3,1233
1745,2013,South Sudan,1,0,0,1,Shooting,9.949996,30.267263,Shooting,3,1233
1711,2013,Sudan,1,0,0,1,Bodily assault,15.450513,36.399923,Bodily assault,3,981
1852,2013,Somalia,0,0,5,5,Kidnapping,0.645158,41.560769,Kidnapping,5,1112
1789,2013,Sudan,0,0,2,2,Kidnapping,12.566277,25.479459,Kidnapping,2,981
1669,2014,South Sudan,3,0,0,3,Unknown,7.18192,32.356109,Unknown,9,1233
1631,2014,Syrian Arab Republic,0,0,5,5,Kidnapping,35.517223,35.786359,Kidnapping,5,1188
1632,2014,Cameroon,0,0,2,2,Kidnapping,4.976647,14.042994,Kidnapping,2,73
1633,2014,Somalia,0,0,1,1,Kidnapping,2.795825,44.077254,Kidnapping,1,1112
1634,2014,Syrian Arab Republic,3,0,0,3,Shelling,36.212883,37.164151,Explosives,9,1188
1969,2014,Syrian Arab Republic,1,0,0,1,Unknown,33.509147,36.306485,Unknown,3,1188
1914,2014,Syrian Arab Republic,0,1,0,1,Shooting,36.816667,38.016667,Shooting,2,1188
1635,2014,Afghanistan,0,4,0,4,Bodily assault,31.621777,65.054705,Bodily assault,8,2534
1671,2014,Central African Republic,1,0,0,1,Bodily assault,4.361697,18.555978,Bodily assault,3,402
1639,2014,Afghanistan,2,0,0,2,Complex attack,34.537071,69.181356,Explosives,6,2534
1641,2014,South Sudan,0,1,0,1,Bodily assault,8.770132,27.39286,Bodily assault,2,1233
1642,2014,Afghanistan,0,0,3,3,Kidnapping,32.073333,64.833889,Kidnapping,3,2534
1643,2014,Afghanistan,1,0,0,1,Shooting,31.517771,64.114227,Shooting,3,2534
1644,2014,South Sudan,0,1,0,1,Bodily assault,4.873132,31.589271,Bodily assault,2,1233
1950,2014,Sudan,0,0,1,1,Kidnapping,11.919424,24.933643,Kidnapping,1,981
1946,2014,Nepal,0,1,0,1,Bodily assault,28.073282,81.621828,Bodily assault,2,7
1645,2014,Somalia,1,0,0,1,Shooting,6.769709,47.430831,Shooting,3,1112
1928,2014,Mali,1,0,0,1,Shooting,16.247142,-0.005494,Shooting,3,189
1947,2014,Pakistan,0,1,0,1,Shooting,34.200114,72.050801,Shooting,2,542
1647,2014,Pakistan,0,1,0,1,Shooting,28.276899,68.451383,Shooting,2,542
1916,2014,Syrian Arab Republic,0,0,3,3,Kidnapping,36.816667,38.016667,Kidnapping,3,1188
1953,2014,Sudan,0,0,1,1,Kidnapping,11.703257,25.649257,Kidnapping,1,981
1881,2014,Syrian Arab Republic,0,1,0,1,Shooting,34.730833,36.709444,Shooting,2,1188
1646,2014,Syrian Arab Republic,0,1,0,1,Shelling,34.728099,36.718627,Explosives,2,1188
1648,2014,Mali,0,0,5,5,Kidnapping,16.304936,-0.024646,Kidnapping,5,189
1948,2014,Syrian Arab Republic,0,0,1,1,Kidnapping,33.483333,36.35,Kidnapping,1,1188
1649,2014,Afghanistan,0,0,1,1,Kidnapping,35.598148,64.763657,Kidnapping,1,2534
1663,2014,Sudan,1,0,0,1,Landmine ,11.441734,31.277537,Explosives,3,981
1650,2014,Afghanistan,1,0,0,1,Unknown,36.700047,67.116638,Unknown,3,2534
1651,2014,Pakistan,0,0,2,2,Kidnapping,32.216672,70.383361,Kidnapping,2,542
1652,2014,Pakistan,0,1,0,1,Shooting,33.540046,71.463185,Shooting,2,542
1653,2014,Ukraine,0,1,0,1,Shooting,50.450693,30.523241,Shooting,2,7
1654,2014,Mali,0,2,0,2,Roadside IED,18.434638,1.416614,Explosives,4,189
1922,2014,Central African Republic,0,2,0,2,Unknown,7.1,16.933333,Unknown,4,402
1655,2014,Afghanistan,0,1,0,1,Bodily assault,34.464669,69.119684,Bodily assault,2,2534
1656,2014,Afghanistan,1,0,0,1,Vehicle-born IED,32.270122,65.049756,Explosives,3,2534
1657,2014,Central African Republic,1,0,0,1,Shooting,8.410238,20.651292,Shooting,3,402
1660,2014,Central African Republic,1,0,0,1,Shooting,4.361803,18.555973,Shooting,3,402
1658,2014,Afghanistan,3,0,0,3,Roadside IED,31.341322,63.993456,Explosives,9,2534
1973,2014,Somalia,1,0,0,1,Shooting,2.784056,45.500189,Shooting,3,1112
1667,2014,Central African Republic,0,1,0,1,Bodily assault,4.249962,18.416691,Bodily assault,2,402
1661,2014,Sudan,1,0,0,1,Shooting,13.626786,25.349635,Shooting,3,981
1662,2014,Afghanistan,0,0,1,1,Kidnapping,32.640653,61.987215,Kidnapping,1,2534
1670,2014,Sudan,0,0,2,2,Kidnapping,11.635326,24.907201,Kidnapping,2,981
1665,2014,Afghanistan,0,0,3,3,Kidnapping,32.102489,66.920229,Kidnapping,3,2534
1672,2014,Kenya,0,1,0,1,Shooting,-1.233105,36.797793,Shooting,2,159
1878,2014,Syrian Arab Republic,1,0,0,1,Unknown,36.211683,37.1473,Unknown,3,1188
1968,2014,Syrian Arab Republic,1,0,0,1,Unknown,33.509147,36.306485,Unknown,3,1188
1699,2014,Lebanon,1,0,0,1,Shooting,33.541698,33.541698,Shooting,3,9
1827,2014,Pakistan,0,0,3,3,Kidnapping,31.749899,70.342765,Kidnapping,3,542
1682,2014,South Sudan,0,1,0,1,Bodily assault,8.997438,28.308152,Bodily assault,2,1233
1695,2014,South Sudan,2,0,0,2,Unknown,6.219893,31.550046,Unknown,6,1233
1944,2014,Syrian Arab Republic,1,1,0,2,Vehicle-born IED,35.013333,37.0525,Explosives,5,1188
1707,2014,Pakistan,1,0,0,1,Shooting,25.416822,68.275563,Shooting,3,542
1967,2014,Syrian Arab Republic,1,0,0,1,Unknown,33.509147,36.306485,Unknown,3,1188
1700,2014,Kenya,0,1,0,1,Shooting,0.005417,40.371461,Shooting,2,159
1697,2014,Afghanistan,1,0,0,1,Shooting,34.470552,69.114812,Shooting,3,2534
1959,2014,Central African Republic,1,0,0,1,Bodily assault,4.366667,18.583333,Bodily assault,3,402
1698,2014,Central African Republic,3,0,0,3,Shooting,7.099979,16.933402,Shooting,9,402
1887,2014,Cambodia,1,0,0,1,Unknown,11.544873,104.892167,Unknown,3,11
1703,2014,Afghanistan,1,0,0,1,Shooting,34.107547,64.305595,Shooting,3,2534
1814,2014,Central African Republic,0,0,3,3,Kidnapping,8.409089,20.650555,Kidnapping,3,402
1704,2014,Afghanistan,1,0,0,1,Roadside IED,35.212132,71.522377,Explosives,3,2534
1815,2014,DR Congo,0,1,0,1,Bodily assault,-1.402805,28.900472,Bodily assault,2,583
1705,2014,Central African Republic,1,0,0,1,Kidnap-killing,4.361538,18.555595,Kidnapping,3,402
1925,2014,Chad,0,2,0,2,Bodily assault,13.643056,16.491944,Bodily assault,4,104
1954,2014,Afghanistan,0,0,2,2,Kidnapping,33.176237,68.095446,Kidnapping,2,2534
1730,2014,Afghanistan,0,0,1,1,Kidnapping,34.272271,70.073967,Kidnapping,1,2534
1731,2014,Afghanistan,1,1,0,2,Shooting,36.130319,66.470093,Shooting,5,2534
1732,2014,Afghanistan,0,2,0,2,Vehicle-born IED,32.106175,66.906552,Explosives,4,2534
1733,2014,Afghanistan,0,0,4,4,Kidnapping,34.439186,61.79427,Kidnapping,4,2534
1756,2014,Afghanistan,0,0,1,1,Kidnapping,35.688566,64.293656,Kidnapping,1,2534
1757,2014,Afghanistan,1,0,0,1,Kidnap-killing,34.011518,69.431056,Kidnapping,3,2534
1885,2014,Afghanistan,0,3,0,3,Roadside IED,35.98073,67.570854,Explosives,6,2534
1758,2014,Mali,2,0,0,2,Roadside IED,16.416951,-3.666631,Explosives,6,189
1760,2014,South Sudan,1,0,0,1,Unknown,7.785035,33.002909,Unknown,3,1233
1761,2014,Pakistan,0,1,0,1,Shooting,33.532873,71.055512,Shooting,2,542
1762,2014,Afghanistan,2,0,0,2,Roadside IED,37.001793,70.894497,Explosives,6,2534
1763,2014,Afghanistan,0,0,1,1,Kidnapping,34.343407,61.742272,Kidnapping,1,2534
1879,2014,Syrian Arab Republic,1,0,0,1,Unknown,34.730833,38.998105,Unknown,3,1188
1764,2014,Afghanistan,0,0,2,2,Kidnapping,34.328643,70.406347,Kidnapping,2,2534
1765,2014,Libyan Arab Jamahiriya,1,0,0,1,Shooting,31.206567,16.583324,Shooting,3,58
1767,2014,Sudan,0,1,0,1,Shooting,12.911129,22.806256,Shooting,2,981
1931,2014,Ethiopia,0,1,0,1,Unknown,9.145,40.489673,Unknown,2,137
1768,2014,Afghanistan,0,1,0,1,Shooting,32.269864,65.04965,Shooting,2,2534
1769,2014,Afghanistan,8,3,0,11,Unknown,34.271643,69.293706,Unknown,30,2534
1770,2014,Afghanistan,0,0,1,1,Kidnapping,34.848675,61.877106,Kidnapping,1,2534
1771,2014,Sudan,0,1,0,1,Aerial bombardment,10.640364,30.126361,Explosives,2,981
1772,2014,Sudan,0,0,3,3,Kidnapping,14.201859,24.663781,Kidnapping,3,981
1775,2014,Sudan,0,0,5,5,Kidnapping,14.078168,24.644835,Kidnapping,5,981
1773,2014,South Sudan,0,1,0,1,Bodily assault,4.818897,31.546674,Bodily assault,2,1233
1774,2014,Afghanistan,1,0,0,1,Shooting,32.068654,64.835257,Shooting,3,2534
1958,2014,Afghanistan,1,0,0,1,Shooting,33.177132,68.781077,Shooting,3,2534
1783,2014,Pakistan,0,1,0,1,Bodily assault,33.729388,73.093146,Bodily assault,2,542
1949,2014,Afghanistan,0,0,1,1,Kidnapping,33.55,68.416667,Kidnapping,1,2534
1797,2014,Sudan,0,0,1,1,Kidnapping,12.05,24.883333,Kidnapping,1,981
1917,2014,Tanzania,0,1,0,1,Shooting,-4.39207,32.898681,Shooting,2,20
1854,2014,Afghanistan,2,1,3,6,Unknown,35.199287,61.568483,Unknown,11,2534
1784,2014,Afghanistan,6,1,0,7,Unknown,34.653915,61.201502,Unknown,20,2534
1792,2014,Somalia,1,0,0,1,Shooting,2.039138,45.346191,Shooting,3,1112
1793,2014,Afghanistan,0,0,4,4,Kidnapping,34.357798,62.348836,Kidnapping,4,2534
1794,2014,Occupied Palestinian Territories,1,0,0,1,Aerial bombardment,31.412511,34.352024,Explosives,3,161
1795,2014,Occupied Palestinian Territories,1,0,0,1,Aerial bombardment,31.496933,34.468875,Explosives,3,161
1796,2014,Occupied Palestinian Territories,1,0,0,1,Aerial bombardment,31.491189,34.444111,Explosives,3,161
1798,2014,Afghanistan,2,0,0,2,Shooting,34.341944,62.203056,Shooting,6,2534
1799,2014,Afghanistan,2,0,0,2,Unknown,34.5225,65.251667,Unknown,6,2534
1801,2014,Occupied Palestinian Territories,1,3,0,4,Shooting,31.53902,34.53835,Shooting,9,161
1802,2014,Occupied Palestinian Territories,1,0,0,1,Shooting,31.304479,34.36039,Shooting,3,161
1880,2014,Syrian Arab Republic,1,0,0,1,Unknown,35.959411,38.998105,Unknown,3,1188
2644,2014,Syrian Arab Republic,0,0,1,1,Kidnapping,36.528056,37.954722,Kidnapping,1,1188
1943,2014,Syrian Arab Republic,0,0,1,1,Kidnapping,36.533333,37.95,Kidnapping,1,1188
1800,2014,Syrian Arab Republic,1,0,0,1,Vehicle-born IED,36.311851,36.687447,Explosives,3,1188
2645,2014,Syrian Arab Republic,0,0,4,4,Kidnapping,36.82,38.02,Kidnapping,4,1188
2414,2014,Occupied Palestinian Territories,1,0,0,1,Aerial bombardment,33.223252,35.830723,Explosives,3,161
1810,2014,Syrian Arab Republic,0,0,2,2,Kidnapping,36.164639,36.86522,Kidnapping,2,1188
1877,2014,Syrian Arab Republic,1,0,0,1,Unknown,33.513,36.292,Unknown,3,1188
1804,2014,Occupied Palestinian Territories,1,0,0,1,Aerial bombardment,31.288231,34.253606,Explosives,3,161
1805,2014,South Sudan,1,0,0,1,Shooting,9.945357,33.809026,Shooting,3,1233
1816,2014,South Sudan,2,0,0,2,Shooting,9.945242,33.809081,Shooting,6,1233
1817,2014,South Sudan,1,0,1,2,Kidnapping,9.945122,33.809215,Kidnapping,4,1233
1919,2014,Syrian Arab Republic,0,0,1,1,Kidnapping,36.6975,38.956667,Kidnapping,1,1188
1945,2014,Syrian Arab Republic,2,3,0,5,Roadside IED,35.336,40.145,Explosives,12,1188
1924,2014,Ethiopia,0,1,0,1,Bodily assault,8.466667,34.033333,Bodily assault,2,137
1923,2014,Ethiopia,0,1,0,1,Bodily assault,8.466667,34.033333,Bodily assault,2,137
1932,2014,Kenya,0,1,0,1,Bodily assault,1.292066,36.821946,Bodily assault,2,159
1933,2014,Benin,0,1,0,1,Bodily assault,9.30769,2.315834,Bodily assault,2,2
1811,2014,DR Congo,1,0,0,1,Unknown,3.960093,24.908219,Unknown,3,583
1818,2014,Afghanistan,0,0,1,1,Kidnapping,33.307049,62.136421,Kidnapping,1,2534
1808,2014,Afghanistan,0,0,5,5,Kidnapping,33.671608,61.981391,Kidnapping,5,2534
1809,2014,Afghanistan,0,0,3,3,Kidnapping,34.211003,69.097956,Kidnapping,3,2534
1952,2014,Afghanistan,0,1,0,1,Other Explosives,36.4372,64.9228,Explosives,2,2534
1823,2014,Pakistan,4,0,0,4,Roadside IED,34.865924,71.521514,Explosives,12,542
1812,2014,Central African Republic,1,0,0,1,Shooting,4.366602,18.552499,Shooting,3,402
1936,2014,Afghanistan,0,0,7,7,Kidnapping,36.734772,70.811995,Kidnapping,7,2534
1813,2014,Afghanistan,0,0,3,3,Kidnapping,37.474549,70.535009,Kidnapping,3,2534
1890,2014,Afghanistan,0,1,1,2,Kidnapping,34.171831,70.621679,Kidnapping,3,2534
1901,2014,Israel,1,0,0,1,Shelling,31.33573,34.394087,Explosives,3,3
1882,2014,Afghanistan,1,0,0,1,Shooting,34.171831,70.621679,Shooting,3,2534
1819,2014,DR Congo,0,0,2,2,Kidnapping,-1.012818,29.356943,Kidnapping,2,583
1820,2014,Sudan,0,0,2,2,Kidnapping,14.204927,24.647866,Kidnapping,2,981
1824,2014,Pakistan,1,0,0,1,Shooting,34.002336,71.380977,Shooting,3,542
1821,2014,South Sudan,0,1,0,1,Shooting,6.532579,29.63031,Shooting,2,1233
1822,2014,DR Congo,0,1,0,1,Unknown,-1.658501,29.220455,Unknown,2,583
1840,2014,Kenya,0,1,0,1,Unknown,3.93545,41.853051,Unknown,2,159
1825,2014,Pakistan,1,0,0,1,Kidnap-killing,27.585869,68.006017,Kidnapping,3,542
1826,2014,Syrian Arab Republic,0,0,1,1,Kidnapping,34.730833,36.709444,Kidnapping,1,1188
1828,2014,South Sudan,0,1,0,1,Bodily assault,9.258853,29.800177,Bodily assault,2,1233
1829,2014,Guinea,1,0,0,1,Bodily assault,8.076658,-8.782692,Bodily assault,3,19
1872,2014,Guinea,0,1,0,1,Bodily assault,9.433333,-13.083333,Bodily assault,2,19
1830,2014,Afghanistan,0,0,1,1,Kidnapping,33.98051,69.133384,Kidnapping,1,2534
1831,2014,Central African Republic,0,7,0,7,Landmine ,4.368349,18.55663,Explosives,14,402
1832,2014,Afghanistan,0,0,6,6,Kidnapping,34.874167,71.152778,Kidnapping,6,2534
1833,2014,Ukraine,1,0,0,1,Shelling,48.014839,37.802772,Explosives,3,7
1920,2014,Philippines,1,0,0,1,Bodily assault,11.251793,125.00648,Bodily assault,3,47
1837,2014,Pakistan,1,0,0,1,Roadside IED,34.564422,71.254501,Explosives,3,542
1930,2014,Somalia,0,1,0,1,Bodily assault,7.644954,47.827913,Bodily assault,2,1112
1970,2014,Somalia,1,0,0,1,Vehicle-born IED,2.042622,45.327289,Explosives,3,1112
1939,2014,Syrian Arab Republic,0,1,0,1,Shooting,34.990556,35.970278,Shooting,2,1188
1955,2014,Central African Republic,0,1,0,1,Bodily assault,7.47632,15.54011,Bodily assault,2,402
1839,2014,South Sudan,1,0,0,1,Kidnap-killing,9.558889,31.652222,Kidnapping,3,1233
1848,2014,South Sudan,0,1,0,1,Bodily assault,4.840985,31.614001,Bodily assault,2,1233
1921,2014,Uganda,1,0,0,1,Shooting,0.17425,32.106467,Shooting,3,142
1971,2014,Somalia,1,0,0,1,Shooting,6.786372,47.433257,Shooting,3,1112
1873,2014,Syrian Arab Republic,2,0,0,2,Shelling,34.730833,36.709444,Explosives,6,1188
1951,2014,Guinea,0,1,0,1,Bodily assault,9.516667,-13.7,Bodily assault,2,19
1853,2014,South Sudan,0,1,0,1,Bodily assault,4.855224,31.57988,Bodily assault,2,1233
1855,2014,Afghanistan,0,1,0,1,Bodily assault,35.933094,64.750028,Bodily assault,2,2534
1856,2014,South Sudan,0,1,0,1,Shooting,9.983333,33.5875,Shooting,2,1233
1857,2014,Sudan,0,0,2,2,Kidnapping,12.628174,22.504846,Kidnapping,2,981
1858,2014,Syrian Arab Republic,1,0,0,1,Kidnap-killing,35.336,40.145,Kidnapping,3,1188
1957,2014,Afghanistan,1,0,0,1,Bodily assault,32.264539,68.524715,Bodily assault,3,2534
1938,2014,Afghanistan,0,1,0,1,Vehicle-born IED,34.533333,69.166667,Explosives,2,2534
1860,2014,DR Congo,1,1,0,2,Shooting,-1.183699,29.450173,Shooting,5,583
1972,2014,Somalia,0,0,2,2,Kidnapping,3.128817,43.652716,Kidnapping,2,1112
1859,2014,Afghanistan,0,0,3,3,Kidnapping,34.292374,70.574089,Kidnapping,3,2534
1937,2014,Philippines,1,0,0,1,Shooting,11.45,123.15,Shooting,3,47
1862,2014,Afghanistan,2,0,0,2,Shooting,34.533333,69.166667,Shooting,6,2534
1875,2014,South Sudan,0,1,0,1,Bodily assault,9.945357,33.809026,Bodily assault,2,1233
1926,2014,Kenya,0,1,0,1,Complex attack,1.733306,40.091751,Explosives,2,159
1863,2014,Somalia,4,0,0,4,Body-borne IED,2.033333,45.35,Explosives,12,1112
1876,2014,Syrian Arab Republic,1,0,0,1,Unknown,32.625278,36.106111,Unknown,3,1188
1927,2014,DR Congo,0,1,0,1,Shooting,1.658501,29.220455,Shooting,2,583
1864,2014,Central African Republic,0,1,0,1,Bodily assault,4.316675,17.46667,Bodily assault,2,402
1865,2014,Afghanistan,1,1,0,2,Vehicle-born IED,34.533333,69.166667,Explosives,5,2534
1934,2014,Ethiopia,0,1,0,1,Bodily assault,8.980603,38.757761,Bodily assault,2,137
1956,2014,Afghanistan,0,0,1,1,Kidnapping,32.264539,68.524715,Kidnapping,1,2534
1866,2014,Central African Republic,1,0,0,1,Shooting,6.6666171,19.7954915,Shooting,3,402
1867,2014,DR Congo,0,0,1,1,Kidnapping,-1.183623,29.448832,Kidnapping,1,583
1868,2014,Yemen,2,0,0,2,Shooting,13.5831,43.9927,Shooting,6,277
1960,2014,South Sudan,0,0,1,1,Kidnapping,11.83,32.8,Kidnapping,1,1233
1884,2014,Myanmar,0,1,0,1,Bodily assault,20.816667,92.366667,Bodily assault,2,27
1888,2014,Afghanistan,0,1,3,4,Kidnapping,32.927129,66.141526,Kidnapping,5,2534
2446,2015,Syrian Arab Republic,1,0,0,1,Aerial bombardment,36.202105,37.13426,Explosives,3,1188
1892,2015,South Sudan,0,0,1,1,Kidnapping,9.788911,28.412623,Kidnapping,1,1233
2036,2015,Somalia,1,2,0,3,Shooting,4.742941,45.200936,Shooting,7,1112
1871,2015,South Sudan,0,1,0,1,Bodily assault,9.357274,28.582716,Bodily assault,2,1233
1869,2015,Sudan,0,0,1,1,Kidnapping,12.05,24.883333,Kidnapping,1,981
1929,2015,Zambia,0,1,0,1,Rape/sexual assault ,-14.81194,24.797398,Explosives,2,6
1874,2015,Central African Republic,0,0,1,1,Kidnapping,4.366667,18.583333,Kidnapping,1,402
1870,2015,Sudan,0,1,0,1,Aerial bombardment,11.199019,29.417932,Explosives,2,981
1883,2015,Syrian Arab Republic,0,1,0,1,Shelling,33.513,36.292,Explosives,2,1188
1897,2015,Afghanistan,0,0,1,1,Kidnapping,35.91784,64.775515,Kidnapping,1,2534
1985,2015,South Sudan,0,1,0,1,Rape/sexual assault ,9.26,29.8,Explosives,2,1233
1886,2015,Sudan,3,1,0,4,Complex attack,10.55,34.283333,Explosives,11,981
1891,2015,DR Congo,0,1,0,1,Shooting,-1.658501,29.220455,Shooting,2,583
1894,2015,Guinea,0,1,0,1,Bodily assault,9.433333,-13.083333,Bodily assault,2,19
2037,2015,Somalia,1,1,0,2,Shooting,9.149052,48.420033,Shooting,5,1112
1961,2015,Turkey,0,1,0,1,Shooting,41.104199,29.317835,Shooting,2,18
2120,2015,Central African Republic,0,1,0,1,Shooting,6.539036,21.991001,Shooting,2,402
2143,2015,Ethiopia,0,1,0,1,Bodily assault,9.145,40.489673,Bodily assault,2,137
2038,2015,Somalia,0,1,0,1,Bodily assault,6.787273,47.439235,Bodily assault,2,1112
1896,2015,South Sudan,1,0,0,1,Shooting,4.869394,31.581437,Shooting,3,1233
1898,2015,Myanmar,1,1,0,2,Shooting,21.156717,97.573478,Shooting,5,27
2039,2015,Somalia,1,2,0,3,Complex attack,2.03153,45.337701,Explosives,7,1112
1893,2015,Myanmar,0,1,0,1,Shooting,21.265956,97.67189,Shooting,2,27
1900,2015,Yemen,0,0,2,2,Kidnapping,15.369445,44.191007,Kidnapping,2,277
2118,2015,DR Congo,0,0,3,3,Kidnapping,-0.791773,29.045993,Kidnapping,3,583
1910,2015,Afghanistan,5,0,0,5,Kidnap-killing,32.927129,66.141526,Kidnapping,15,2534
2141,2015,DR Congo,0,0,2,2,Kidnapping,-4.038333,21.758664,Kidnapping,2,583
1962,2015,Mali,0,2,0,2,Shooting,12.665771,-7.972909,Shooting,4,189
1902,2015,South Sudan,0,2,0,2,Shooting,4.85,31.6,Shooting,4,1233
1963,2015,South Sudan,0,0,1,1,Kidnapping,9.92,29.98,Kidnapping,1,1233
2130,2015,Central African Republic,0,2,0,2,Bodily assault,10.293309,22.782249,Bodily assault,4,402
2140,2015,Afghanistan,0,0,3,3,Kidnapping,33.706199,69.383108,Kidnapping,3,2534
1903,2015,Syrian Arab Republic,0,2,0,2,Aerial bombardment,34.802075,38.996815,Explosives,4,1188
1905,2015,Yemen,1,0,0,1,Shooting,15.552727,48.516388,Shooting,3,277
1906,2015,Mali,1,1,0,2,Shooting,17.570692,-3.996166,Shooting,5,189
1904,2015,Syrian Arab Republic,1,0,0,1,Shooting,33.513,36.292,Shooting,3,1188
2116,2015,Yemen,1,0,0,1,Shooting,12.785497,45.018655,Shooting,3,277
1964,2015,South Sudan,3,0,0,3,Kidnap-killing,10.38248,32.2563,Kidnapping,9,1233
2040,2015,Somalia,0,1,0,1,Shooting,4.726904,45.191571,Shooting,2,1112
1907,2015,Syrian Arab Republic,2,0,0,2,Landmine ,35.933333,36.633333,Explosives,6,1188
1908,2015,Yemen,2,0,0,2,Shooting,12.8,45.033333,Shooting,6,277
1965,2015,South Sudan,0,1,0,1,Shooting,6.4186699,32.8450649,Shooting,2,1233
1909,2015,Syrian Arab Republic,1,0,0,1,Shelling,36.211683,37.1473,Explosives,3,1188
1966,2015,Somalia,0,0,5,5,Kidnapping,3.062778,41.648056,Kidnapping,5,1112
2134,2015,Cameroon,0,1,0,1,Bodily assault,3.848032,11.502075,Bodily assault,2,73
2015,2015,South Sudan,1,1,0,2,Shooting,7.407577,31.420469,Shooting,5,1233
1912,2015,Afghanistan,0,0,1,1,Kidnapping,36.728591,68.868066,Kidnapping,1,2534
2110,2015,Guatemala,0,1,0,1,Shooting,14.818215,14.818215,Shooting,2,16
1911,2015,Somalia,4,0,0,4,Roadside IED,8.4,48.483333,Explosives,12,1112
1980,2015,DR Congo,0,0,3,3,Kidnapping,-1.305887,29.380188,Kidnapping,3,583
1979,2015,Afghanistan,0,0,2,2,Kidnapping,35.953692,64.911089,Kidnapping,2,2534
1942,2015,Afghanistan,3,0,0,3,Unknown,32.623739,65.456432,Unknown,9,2534
1941,2015,Afghanistan,0,0,1,1,Kidnapping,36.7,67.116667,Kidnapping,1,2534
2129,2015,Syrian Arab Republic,1,0,0,1,Shelling,33.572772,36.409376,Explosives,3,1188
1978,2015,Afghanistan,1,0,1,2,Kidnapping,35.598206,64.763659,Kidnapping,4,2534
2004,2015,South Sudan,0,1,0,1,Landmine ,9.234861,29.212306,Explosives,2,1233
2119,2015,Cameroon,0,2,0,2,Shooting,6.516397,14.291927,Shooting,4,73
1977,2015,Mali,1,0,0,1,Shooting,16.247142,-0.005494,Shooting,3,189
1981,2015,South Sudan,0,1,0,1,Bodily assault,4.853917,31.584234,Bodily assault,2,1233
2011,2015,Yemen,1,0,0,1,Other Explosives,15.70304,43.60393,Explosives,3,277
1940,2015,Afghanistan,9,0,0,9,Shooting,32.150833,69.722222,Shooting,27,2534
1975,2015,South Sudan,0,2,0,2,Bodily assault,5.382234,30.426636,Bodily assault,4,1233
1974,2015,South Sudan,0,2,0,2,Shooting,7.27393,28.688049,Shooting,4,1233
2026,2015,Libyan Arab Jamahiriya,0,0,2,2,Kidnapping,32.593308,13.055329,Kidnapping,2,58
1990,2015,South Sudan,1,0,0,1,Shooting,7.18,34.1,Shooting,3,1233
2142,2015,Yemen,0,0,1,1,Kidnapping,13.972093,44.162534,Kidnapping,1,277
1982,2015,DR Congo,0,0,2,2,Kidnapping,-1.184208,29.445591,Kidnapping,2,583
2043,2015,Somalia,1,0,0,1,Shooting,1.717466,44.768614,Shooting,3,1112
1989,2015,Afghanistan,0,0,1,1,Kidnapping,34.544274,69.161099,Kidnapping,1,2534
1983,2015,Central African Republic,0,1,0,1,Shooting,5.769207,20.67215,Shooting,2,402
1987,2015,Afghanistan,1,0,0,1,Kidnap-killing,33.6,69.216944,Kidnapping,3,2534
1988,2015,DR Congo,0,1,0,1,Shooting,-4.310105,15.275558,Shooting,2,583
2136,2015,Afghanistan,0,0,3,3,Kidnapping,33.706199,69.383108,Kidnapping,3,2534
1984,2015,South Sudan,1,0,0,1,Shooting,6.876992,31.306979,Shooting,3,1233
1991,2015,Pakistan,1,0,0,1,Bodily assault,30.219156,66.995823,Bodily assault,3,542
2128,2015,Syrian Arab Republic,1,0,0,1,Shooting,36.405515,40.796915,Shooting,3,1188
1986,2015,Central African Republic,1,0,0,1,Shooting,5.819759,14.911966,Shooting,3,402
2044,2015,Somalia,0,1,0,1,Shooting,3.11405,43.651925,Shooting,2,1112
2045,2015,Somalia,0,0,1,1,Kidnapping,10.829661,49.252466,Kidnapping,1,1112
1997,2015,South Sudan,1,0,0,1,Unknown,9.88942,32.718138,Unknown,3,1233
1998,2015,South Sudan,1,0,0,1,Unknown,8.296968,30.153157,Unknown,3,1233
2131,2015,Sudan,0,1,0,1,Bodily assault,11.124529,22.959498,Bodily assault,2,981
2111,2015,Uganda,0,1,0,1,Bodily assault,0.365182,32.653176,Bodily assault,2,142
2144,2015,Kenya,0,1,0,1,Shooting,-1.292066,36.821946,Shooting,2,159
1992,2015,Afghanistan,1,0,0,1,Vehicle-born IED,34.565833,69.2125,Explosives,3,2534
1994,2015,Afghanistan,0,1,0,1,Bodily assault,35.934233,64.621428,Bodily assault,2,2534
1995,2015,Afghanistan,0,0,2,2,Kidnapping,35.037651,63.29266,Kidnapping,2,2534
1996,2015,Afghanistan,0,0,2,2,Kidnapping,32.172893,64.684712,Kidnapping,2,2534
2133,2015,South Sudan,0,1,0,1,Shooting,10.065777,33.031683,Shooting,2,1233
2127,2015,South Sudan,1,0,0,1,Unknown,8.296968,30.153157,Unknown,3,1233
